EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EID,MANAGEMENT_LEVEL,CAPABILITY,PROJECT_NAME,MANAGER_EID,TARGET_CERTIFICATION,1ST_TARGET_CERTIFICATION_DATE,CURRENT_PROGRESS,WITH_VOUCHER?,1ST_TAKE_RESULT,RETAKE_EXAM_DATE,RETAKE_RESULT,EXPIRATION_DATE,Fiscal Year,Month,Quarter
498,Amanda,Santos,amanda.santos,9,Data,A-Mark Precious Metals,fred.guerra,Microsoft - Azure AI Fundamentals,11/22/2022,Passed,Yes,Passed,,,11/22/2025,FY23,November,Q1
499,Ralph,Buckley,ralph.buckley,9,Data,A-Sonic Aerospace ,yvonne.farmer,Google - Associate Cloud Engineer,11/18/2022,Passed,Yes,Passed,,,11/18/2025,FY23,November,Q1
500,Brian,Montoya,brian.montoya,9,Data,A O Smith Corporation,clarence.haynes,Microsoft - Azure AI Engineer Associate,11/14/2022,Passed,Yes,Passed,,,11/14/2025,FY23,November,Q1
501,Joann,Dyer,joann.dyer,9,Data,Yangtze River Port and Logistics ,sheryl.baxter,Google - Associate Cloud Engineer,11/14/2023,In progress - 1st take,No,,,,,FY24,November,Q1
502,Rhonda,Cook,rhonda.cook,9,Data,YanGuFang International Group ,preston.lozano,Google - Associate Cloud Engineer,7/29/2023,Not Started,No,,,,,FY23,July,Q4
503,Charlene,Huffman,charlene.huffman,9,Data,Yangzijiang Financial Holding ,roy.berry,Google - Associate Cloud Engineer,3/13/2024,Passed,Yes,Passed,,,3/13/2027,FY24,March,Q3
504,Abigail,Shah,abigail.shah,9,Data,Yangzijiang Shipbuilding (Holdings) ,linda.olsen,Google - Associate Cloud Engineer,3/13/2024,Passed,Yes,Passed,,,3/13/2027,FY24,March,Q3
505,Frances,Bridges,frances.bridges,9,Data,Yankuang Energy Group Company ,joanna.bender,Google - Associate Cloud Engineer,3/11/2024,Passed,Yes,Passed,,,3/11/2027,FY24,March,Q3
506,Belinda,Kaiser,belinda.kaiser,9,Data,Yankuang Energy Group Company  - Depositary Receipt (Common Stock),aimee.downs,Google - Associate Cloud Engineer,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
507,Michael,Griffin,michael.griffin,9,Data,01 Communique Laboratory ,darren.peck,Google - Associate Cloud Engineer,8/21/2023,Not Started,,,,,,FY23,August,Q4
508,Brooke,Briggs,brooke.briggs,9,Data,0187279 BC ,brett.mullen,Google - Associate Cloud Engineer,3/27/2024,Passed,Yes,Passed,,,3/27/2027,FY24,March,Q3
509,Desiree,Sloan,desiree.sloan,9,Data,1-800-FLOWERSCOM,sheryl.meyers,Google - Associate Cloud Engineer,2/29/2024,Passed,Yes,Passed,,,3/1/2027,FY24,February,Q2
510,Jared,Floyd,jared.floyd,9,Data,10X Capital Venture Acquisition Corp III,michelle.gallagher,Google - Associate Cloud Engineer,2/28/2024,Passed,Yes,Passed,,,2/28/2027,FY24,February,Q2
511,Latasha,Spencer,latasha.spencer,9,Data,10X Capital Venture Acquisition Corp III - Equity Warrant,carl.schroeder,Google - Associate Cloud Engineer,3/31/2024,Passed,Yes,Passed,,,3/31/2027,FY24,March,Q3
512,Joy,Mack,joy.mack,9,Data,10x Genomics,jenna.dodson,Google - Associate Cloud Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
513,John,Rhodes,john.rhodes,9,Data,111 - Depositary Receipt (Common Stock),tracey.mata,Google - Associate Cloud Engineer,3/19/2024,Passed,Yes,Passed,,,3/19/2027,FY24,March,Q3
514,Claire,Schaefer,claire.schaefer,9,Data,1399 Internet Technology Application Group ,kristine.cox,Google - Associate Cloud Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
515,Judy,Nguyen,judy.nguyen,9,Data,141 Capital,faith.lutz,Google - Associate Cloud Engineer,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
516,Andrea,Dennis,andrea.dennis,9,Data,1511419 Ontario ,miranda.beasley,Google - Associate Cloud Engineer,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
517,Karla,Middleton,karla.middleton,9,Data,1606 Corp,caroline.foley,Google - Professional Cloud Developer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
518,Sean,Coffey,sean.coffey,9,Data,17 Education & Technology Group  - Depositary Receipt (Common Stock),greg.mata,Google - Associate Cloud Engineer,2/16/2023,Passed,Yes,Passed,,,2/16/2026,FY23,February,Q2
519,Nichole,George,nichole.george,9,Data,180 Degree Capital Corp,clifford.jacobson,Google - Associate Cloud Engineer,2/29/2024,Passed,Yes,Passed,,,3/1/2027,FY24,February,Q2
520,Justin,Dougherty,justin.dougherty,9,Data,180 Life Sciences Corp,joanna.kirk,Google - Associate Cloud Engineer,2/16/2023,Passed,Yes,Passed,,,2/16/2026,FY23,February,Q2
521,Devon,Smith,devon.smith,9,Data,180 Life Sciences Corp - Equity Warrant,maxwell.frye,Google - Associate Cloud Engineer,1/30/2024,Passed,Yes,Passed,,,1/30/2027,FY24,January,Q2
522,Becky,Scott,becky.scott,9,Data,1812 Brewing Company ,kiara.houston,Google - Associate Cloud Engineer,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
523,Misty,Espinoza,misty.espinoza,9,Data,1847 Holdings LLC,colleen.howard,Google - Associate Cloud Engineer,4/2/2023,Passed,Yes,Passed,,,4/2/2026,FY23,April,Q3
524,Franklin,Rivers,franklin.rivers,9,Data,1867 Western Financial Corporation,janet.valenzuela,Google - Associate Cloud Engineer,3/31/2023,Passed,Yes,Passed,,,3/31/2026,FY23,March,Q3
525,Leonard,Barber,leonard.barber,9,Data,1895 Bancorp of Wisconsin,shane.wilcox,Google - Associate Cloud Engineer,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
526,Lonnie,Price,lonnie.price,9,Data,1911 Gold Corporation,marcus.moody,Google - Associate Cloud Engineer,6/15/2024,Passed,Yes,Passed,,,6/15/2027,FY24,June,Q4
527,Clarence,Cantu,clarence.cantu,9,Data,1933 Industries ,dakota.poole,Google - Associate Cloud Engineer,6/5/2024,Passed,Yes,Passed,,,6/5/2027,FY24,June,Q4
528,Johnny,Foster,johnny.foster,9,Data,1CM ,frederick.harper,AWS Certified Cloud Practitioner,5/25/2024,Passed,Yes,Passed,,,5/25/2027,FY24,May,Q3
529,Richard,Vasquez,richard.vasquez,9,Data,1mage Software,stefanie.fitzpatrick,Google - Associate Cloud Engineer,3/19/2024,Passed,Yes,Passed,,,3/19/2027,FY24,March,Q3
530,Tabitha,Compton,tabitha.compton,9,Data,1PM Industries,kent.bradshaw,AWS Certified Cloud Practitioner,3/19/2024,Passed,Yes,Passed,,,3/19/2027,FY24,March,Q3
531,Adrienne,Wong,adrienne.wong,9,Data,1st Capital Bancorp,jack.tate,Microsoft - Azure Data Engineer Associate,5/31/2024,In progress - 1st take,No,,,,,FY24,May,Q3
532,Jorge,Farrell,jorge.farrell,9,Data,1st Colonial Bancorp,tom.trujillo,Google - Associate Cloud Engineer,11/5/2023,In progress - 1st take,No,,,,,FY24,November,Q1
533,Kathy,Richards,kathy.richards,9,Data,1st Federal Savings Bank of SC,gabriel.mejia,Google - Associate Cloud Engineer,10/29/2023,In progress - 1st take,No,,,,,FY24,October,Q1
534,Larry,Ellison,larry.ellison,9,Data,1st NRG Corp,kaitlyn.santana,Google - Associate Cloud Engineer,9/28/2023,In progress - 1st take,No,,,,,FY24,September,Q1
535,Gabrielle,Chaney,gabrielle.chaney,9,Data,1st Source Corporation,faith.moon,Google - Associate Cloud Engineer,12/28/2023,In progress - 1st take,No,,,,,FY24,December,Q2
536,Maxwell,Macias,maxwell.macias,9,Data,1ST SUMMIT BANCORP of Johnstown,tammie.haley,Google - Associate Cloud Engineer,8/29/2023,In progress - 1st take,No,,,,,FY23,August,Q4
537,Joyce,Chan,joyce.chan,9,Data,1stdibsCom,nicholas.sosa,AWS Certified Cloud Practitioner,11/4/2023,In progress - 1st take,No,,,,,FY24,November,Q1
538,Kari,Durham,kari.durham,9,Data,2020 Bulkers ,jordan.gay,Google - Associate Cloud Engineer,10/31/2023,In progress - 1st take,No,,,,,FY24,October,Q1
539,Trevor,Mckee,trevor.mckee,9,Data,21Shares AG - Amun Ripple (xrp) ETN,bruce.esparza,Google - Associate Cloud Engineer,5/28/2023,In progress - 1st take,No,,,,,FY23,May,Q3
540,Diana,Thomas,diana.thomas,9,Data,22nd Century ,sherry.garza,Google - Associate Cloud Engineer,1/21/2024,In progress - 1st take,No,,,,,FY24,January,Q2
541,Cynthia,Moss,cynthia.moss,9,Data,23andMe Holding ,natalie.gentry,AWS Certified Developer - Associate,2/8/2024,In progress - 1st take,No,,,,,FY24,February,Q2
542,Billy,Garrison,billy.garrison,9,Data,24SevenOffice Group AB (publ),bryan.dunn,Google - Associate Cloud Engineer,4/29/2024,In progress - 1st take,No,,,,,FY24,April,Q3
543,Grace,Austin,grace.austin,9,Data,286 Lenox Partners LLC,wayne.simpson,Google - Associate Cloud Engineer,12/16/2023,In progress - 1st take,No,,,,,FY24,December,Q2
544,Kerri,Hamilton,kerri.hamilton,9,Data,29Metals ,luis.greer,Google - Associate Cloud Engineer,10/7/2023,In progress - 1st take,No,,,,,FY24,October,Q1
545,Kaylee,Wright,kaylee.wright,9,Data,2seventy bio,rhonda.frost,Google - Professional Cloud Data Engineer,6/7/2024,Passed,Yes,Passed,,,6/7/2027,FY24,June,Q4
546,Manuel,Delacruz,manuel.delacruz,9,Data,2U,joanne.montes,Microsoft - Azure Data Engineer Associate,4/15/2024,Passed,Yes,Passed,,,4/15/2027,FY24,April,Q3
547,Helen,Baxter,helen.baxter,9,Data,3 Sixty Risk Solutions ,geoffrey.guzman,Microsoft - Azure Data Engineer Associate,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
548,Leon,Hendricks,leon.hendricks,9,Data,361 Degrees International ,gloria.mccall,Google - Associate Cloud Engineer,4/25/2024,Passed,Yes,Passed,,,4/25/2027,FY24,April,Q3
549,Henry,Contreras,henry.contreras,9,Data,36Kr Holdings  - Depositary Receipt (Common Stock),brady.cohen,Google - Associate Cloud Engineer,4/25/2024,Passed,Yes,Passed,,,4/25/2027,FY24,April,Q3
550,Gerald,Tanner,gerald.tanner,9,Data,37 Capital ,latoya.mccann,Google - Associate Cloud Engineer,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
551,Ariel,Arnold,ariel.arnold,9,Data,374Water ,gerald.hawkins,Google - Associate Cloud Engineer,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
552,Judy,Fisher,judy.fisher,9,Data,3D Pioneer Systems ,samuel.crawford,AWS Certified Cloud Practitioner,6/16/2024,Passed,Yes,Passed,,,6/16/2027,FY24,June,Q4
553,Miguel,Wood,miguel.wood,9,Data,3D Systems Corporation,patricia.goodwin,Google - Associate Cloud Engineer,6/15/2024,Passed,Yes,Passed,,,6/15/2027,FY24,June,Q4
554,Lance,Gillespie,lance.gillespie,9,Data,3DShoppingcom,stacie.richard,AWS Certified Developer - Associate,6/10/2024,Passed,Yes,Passed,,,6/10/2027,FY24,June,Q4
555,Natalie,Wang,natalie.wang,9,Data,3DX Industries,robin.west,AWS Certified Cloud Practitioner,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
556,Charlotte,Byrd,charlotte.byrd,9,Data,3i Group plc,ralph.haas,Google - Professional Cloud Database Engineer,4/21/2024,Passed,Yes,Passed,,,4/21/2027,FY24,April,Q3
557,Chelsea,Wagner,chelsea.wagner,9,Data,3i Group plc - Depositary Receipt (Common Stock),phyllis.maldonado,AWS Certified Solutions Architect - Professional,4/25/2024,Passed,Yes,Passed,,,4/25/2027,FY24,April,Q3
558,Larry,Rollins,larry.rollins,9,Data,3iQ Bitcoin ETF,danny.parrish,AWS Certified Machine Learning - Specialty,4/15/2024,Passed,Yes,Passed,,,4/15/2027,FY24,April,Q3
559,Paul,Leblanc,paul.leblanc,9,Data,3M Company,kathy.hill,AWS Certified Cloud Practitioner,5/4/2024,Passed,Yes,Passed,,,5/4/2027,FY24,May,Q3
560,Caitlin,Vance,caitlin.vance,9,Data,3Power Energy ,kelli.hardy,AWS Certified Cloud Practitioner,4/5/2024,Passed,Yes,Passed,,,4/5/2027,FY24,April,Q3
561,Adam,Shaffer,adam.shaffer,9,Data,3SBio ,lynn.pham,AWS Certified Solutions Architect - Associate,3/15/2024,Passed,Yes,Passed,,,3/15/2027,FY24,March,Q3
562,Martin,Rocha,martin.rocha,9,Data,420 Property Management,shelley.harris,AWS Certified Cloud Practitioner,4/16/2024,Passed,Yes,Passed,,,4/16/2027,FY24,April,Q3
563,Ronnie,Erickson,ronnie.erickson,9,Data,49 North Resources ,eddie.jimenez,AWS Certified Solutions Architect - Associate,5/30/2024,Passed,Yes,Passed,,,5/30/2027,FY24,May,Q3
564,Sheryl,Delgado,sheryl.delgado,9,Data,4Cable TV International,chloe.hutchinson,AWS Certified Cloud Practitioner,4/5/2024,Passed,Yes,Passed,,,4/5/2027,FY24,April,Q3
565,Kristen,Williamson,kristen.williamson,9,Data,4D Molecular Therapeutics,eileen.lynch,AWS Certified Solutions Architect - Associate,3/15/2024,Passed,Yes,Passed,,,3/15/2027,FY24,March,Q3
566,Cole,Warner,cole.warner,9,Data,4D pharma plc - Equity Warrant,fernando.lambert,AWS Certified Cloud Practitioner,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
567,Lee,Mercado,lee.mercado,9,Data,4DMedical ,makayla.cannon,AWS Certified Cloud Practitioner,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
568,Paula,Bates,paula.bates,9,Data,4DS Memory ,tom.alvarado,AWS Certified Solutions Architect - Professional,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
569,Claire,Shaw,claire.shaw,9,Data,4Front Ventures Corp,virginia.dudley,AWS Certified Solutions Architect - Associate,6/21/2024,Passed,Yes,Passed,,,6/21/2027,FY24,June,Q4
570,Amy,Mclean,amy.mclean,9,Data,4imprint Group plc,riley.good,AWS Certified Cloud Practitioner,6/19/2024,Passed,Yes,Passed,,,6/19/2027,FY24,June,Q4
571,Joshua,Winters,joshua.winters,9,Data,51Talk Online Education Group - Depositary Receipt (Common Stock),alexandria.buck,AWS Certified Cloud Practitioner,6/18/2024,Passed,Yes,Passed,,,6/18/2027,FY24,June,Q4
572,Brian,Pittman,brian.pittman,9,Data,5:01 Acquisition Corp,richard.roth,AWS Certified Cloud Practitioner,6/21/2024,Passed,Yes,Passed,,,6/21/2027,FY24,June,Q4
573,Jeffrey,Waters,jeffrey.waters,9,Data,5E Advanced Materials,candice.keller,AWS Certified Solutions Architect - Associate,3/15/2024,Passed,Yes,Passed,,,3/15/2027,FY24,March,Q3
574,Denise,Barber,denise.barber,9,Data,5G Networks ,anita.benson,Splunk - Splunk Enterprise Certified Admin,4/6/2024,Passed,Yes,Passed,,,4/6/2027,FY24,April,Q3
575,Wayne,Sanders,wayne.sanders,9,Data,5N Plus ,regina.stein,Google Cloud Certified - Associate Cloud Engineer,2/25/2024,Passed,Yes,Passed,,,2/25/2027,FY24,February,Q2
576,Sandra,Sparks,sandra.sparks,9,Data,5th Planet Games A/S,debra.riddle,Databricks - Databricks Certified Data Engineer Associate,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
577,Jose,Singleton,jose.singleton,9,Data,60 Degrees Pharmaceuticals,brittany.zuniga,Microsoft Certified: Azure Data Scientist Associate,2/25/2024,Passed,Yes,Passed,,,2/25/2027,FY24,February,Q2
578,Joel,Shea,joel.shea,9,Data,60 Degrees Pharmaceuticals - Equity Warrant,cassidy.mcmahon,Databricks - Databricks Certified Data Engineer Associate,4/29/2024,Passed,Yes,Passed,,,4/29/2027,FY24,April,Q3
579,Sergio,Marquez,sergio.marquez,9,Data,727 Communications,laurie.pennington,Splunk - Splunk Enterprise Security Certified Admin,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
580,Latoya,Decker,latoya.decker,9,Data,79North ,alejandro.blair,StreamSets White Belt,4/29/2024,Passed,Yes,Passed,,,4/29/2027,FY24,April,Q3
581,Chase,Guerrero,chase.guerrero,9,Data,7C Solarparken AG,leslie.jennings,Informatica - Cloud Data Integration Developer R41 Certified Professional,4/25/2024,Passed,Yes,Passed,,,4/25/2027,FY24,April,Q3
582,Jeff,Tate,jeff.tate,9,Data,8000 Inc,kathleen.mckay,Informatica - Cloud Data Integration Developer R41 Certified Professional,4/25/2024,Passed,Yes,Passed,,,4/25/2027,FY24,April,Q3
583,Brandy,Valentine,brandy.valentine,9,Data,808 Renewable Energy Corporation,hunter.moreno,Amazon Web Services (AWS) Certified DevOps Engineer - Professional,4/25/2024,Passed,Yes,Passed,,,4/25/2027,FY24,April,Q3
584,Jade,Vega,jade.vega,9,Data,88 Energy ,chad.davidson,Amazon Web Services (AWS) Certified Cloud Practitioner,4/21/2024,Passed,Yes,Passed,,,4/21/2027,FY24,April,Q3
585,Melody,Nielsen,melody.nielsen,9,Data,89bio,corey.holt,Microsoft Certified: Azure AI Fundamentals,2/5/2024,Passed,Yes,Passed,,,2/5/2027,FY24,February,Q2
586,Brandon,Webb,brandon.webb,9,Data,8x8,emma.cunningham,Informatica - Cloud Data Integration Developer R41 Certified Professional,4/19/2024,Passed,Yes,Passed,,,4/19/2027,FY24,April,Q3
587,Jean,Mclaughlin,jean.mclaughlin,9,Data,9 Meters Biopharma,duane.woods,Google Cloud Certified - Associate Cloud Engineer,6/17/2024,Passed,Yes,Passed,,,6/17/2027,FY24,June,Q4
588,Albert,Case,albert.case,9,Data,908 Devices ,alison.vargas,Databricks - Databricks Certified Data Engineer Professional,6/16/2024,Passed,Yes,Passed,,,6/16/2027,FY24,June,Q4
589,Jose,Duarte,jose.duarte,9,Data,9342-8530 Québec ,vernon.kane,Splunk - Splunk Core Certified Power User,6/16/2024,Passed,Yes,Passed,,,6/16/2027,FY24,June,Q4
590,Jennifer,Brady,jennifer.brady,9,Data,99 Acquisition Group ,lori.flowers,Informatica - Cloud Data Integration Developer R41 Certified Professional,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
591,Angel,Conner,angel.conner,9,Data,99 Acquisition Group  - Equity Right,nina.chavez,Splunk - Splunk Enterprise Certified Admin,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
592,Alyssa,Gamble,alyssa.gamble,9,Data,99 Acquisition Group  - Equity Warrant,shane.foley,Informatica - Cloud Data Integration Developer R41 Certified Professional,6/7/2024,Passed,Yes,Passed,,,6/7/2027,FY24,June,Q4
593,Lawrence,Campos,lawrence.campos,9,Data,9F  - Depositary Receipt (Common Stock),collin.ayers,Splunk - Splunk Enterprise Security Certified Admin,6/5/2024,Passed,Yes,Passed,,,6/5/2027,FY24,June,Q4
594,Joyce,Michael,joyce.michael,9,Data,A SPAC II Acquisition Corp,sherry.young,Splunk - Splunk Enterprise Security Certified Admin,6/2/2024,Passed,Yes,Passed,,,6/2/2027,FY24,June,Q4
595,Doris,Fox,doris.fox,9,Data,A SPAC II Acquisition Corp - Equity Right,darrell.douglas,Splunk - Splunk Enterprise Certified Admin,6/2/2024,Passed,Yes,Passed,,,6/2/2027,FY24,June,Q4
596,Johnny,Harris,johnny.harris,9,AI,A SPAC II Acquisition Corp - Equity Warrant,karl.greer,Splunk - Splunk Enterprise Certified Admin,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
597,Leroy,Vargas,leroy.vargas,9,AI,A&W Revenue Royalties Income Fund,lynn.atkinson,Splunk - Splunk Enterprise Security Certified Admin,5/30/2024,Passed,Yes,Passed,,,5/30/2027,FY24,May,Q3
598,Diana,Green,diana.green,9,AI,A-Mark Precious Metals,fred.guerra,Splunk - Splunk Cloud Certified Admin,5/30/2024,Passed,Yes,Passed,,,5/30/2027,FY24,May,Q3
599,Victor,Bowman,victor.bowman,9,AI,A-Sonic Aerospace ,yvonne.farmer,Splunk - Splunk Cloud Certified Admin,1/15/2024,Passed,Yes,Passed,,,1/15/2027,FY24,January,Q2
600,Alexis,Perry,alexis.perry,9,AI,A O Smith Corporation,clarence.haynes,Informatica - Cloud Data Integration Developer R41 Certified Professional,2/3/2024,Passed,Yes,Passed,,,2/3/2027,FY24,February,Q2
601,Xavier,Mooney,xavier.mooney,9,AI,Yangtze River Port and Logistics ,sheryl.baxter,Google Cloud Certified - Associate Cloud Engineer,1/20/2024,Passed,Yes,Passed,,,1/20/2027,FY24,January,Q2
602,Lawrence,Gross,lawrence.gross,9,AI,YanGuFang International Group ,preston.lozano,Splunk - Splunk Core Certified Power User,2/2/2024,Passed,Yes,Passed,,,2/2/2027,FY24,February,Q2
603,Albert,Myers,albert.myers,9,AI,Yangzijiang Financial Holding ,roy.berry,Splunk - Splunk Cloud Certified Admin,2/2/2024,Passed,Yes,Passed,,,2/2/2027,FY24,February,Q2
604,Mikayla,Oneal,mikayla.oneal,9,AI,Yangzijiang Shipbuilding (Holdings) ,linda.olsen,Splunk - Splunk Enterprise Security Certified Admin,2/1/2024,Passed,Yes,Passed,,,2/1/2027,FY24,February,Q2
605,Frederick,Mcgrath,frederick.mcgrath,9,AI,Yankuang Energy Group Company ,joanna.bender,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
606,Kirk,Benitez,kirk.benitez,9,AI,Yankuang Energy Group Company  - Depositary Receipt (Common Stock),aimee.downs,Google Cloud Certified - Associate Cloud Engineer,1/15/2024,Passed,Yes,Passed,,,1/15/2027,FY24,January,Q2
607,Alex,Mcdonald,alex.mcdonald,9,AI,01 Communique Laboratory ,darren.peck,Splunk - Splunk Enterprise Certified Architect,1/30/2024,Passed,Yes,Passed,,,1/30/2027,FY24,January,Q2
608,Trevor,Hayden,trevor.hayden,9,AI,0187279 BC ,brett.mullen,Teradata VantageCloud Lake Associate Certified,1/30/2024,Passed,Yes,Passed,,,1/30/2027,FY24,January,Q2
609,Sherry,Lane,sherry.lane,9,AI,1-800-FLOWERSCOM,sheryl.meyers,Teradata VantageCloud Lake Associate Certified,1/30/2024,Passed,Yes,Passed,,,1/30/2027,FY24,January,Q2
610,Mallory,Pratt,mallory.pratt,9,AI,10X Capital Venture Acquisition Corp III,michelle.gallagher,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/29/2024,Passed,Yes,Passed,,,1/29/2027,FY24,January,Q2
611,Daniel,Flores,daniel.flores,9,AI,10X Capital Venture Acquisition Corp III - Equity Warrant,carl.schroeder,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/29/2024,Passed,Yes,Passed,,,1/29/2027,FY24,January,Q2
612,Jesus,Kane,jesus.kane,9,AI,10x Genomics,jenna.dodson,Splunk - Splunk Enterprise Security Certified Admin,1/26/2024,Passed,Yes,Passed,,,1/26/2027,FY24,January,Q2
613,Gilbert,Hendricks,gilbert.hendricks,9,AI,111 - Depositary Receipt (Common Stock),tracey.mata,Splunk - Splunk Enterprise Security Certified Admin,1/26/2024,Passed,Yes,Passed,,,1/26/2027,FY24,January,Q2
614,Kerry,Sanders,kerry.sanders,9,AI,1399 Internet Technology Application Group ,kristine.cox,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/26/2024,Passed,Yes,Passed,,,1/26/2027,FY24,January,Q2
615,Alexandra,Davidson,alexandra.davidson,9,AI,141 Capital,faith.lutz,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/26/2024,Passed,Yes,Passed,,,1/26/2027,FY24,January,Q2
616,Vincent,Carey,vincent.carey,9,AI,1511419 Ontario ,miranda.beasley,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/24/2024,Passed,Yes,Passed,,,1/24/2027,FY24,January,Q2
617,Parker,Russo,parker.russo,9,AI,1606 Corp,caroline.foley,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/24/2024,Passed,Yes,Passed,,,1/24/2027,FY24,January,Q2
618,Ebony,Velasquez,ebony.velasquez,9,AI,17 Education & Technology Group  - Depositary Receipt (Common Stock),greg.mata,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/24/2024,Passed,Yes,Passed,,,1/24/2027,FY24,January,Q2
619,Jesus,Holden,jesus.holden,8,Data,180 Degree Capital Corp,clifford.jacobson,AWS Certified Cloud Practitioner,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
620,Candace,Chen,candace.chen,8,Data,180 Life Sciences Corp,joanna.kirk,AWS Certified Data Analytics - Specialty,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
621,Juan,Saunders,juan.saunders,8,AI,180 Life Sciences Corp - Equity Warrant,maxwell.frye,Splunk - Splunk Enterprise Security Certified Admin,1/20/2024,Passed,Yes,Passed,,,1/20/2027,FY24,January,Q2
622,Richard,Serrano,richard.serrano,8,AI,1812 Brewing Company ,kiara.houston,Google Cloud Certified - Associate Cloud Engineer,1/8/2024,Passed,Yes,Passed,,,1/8/2027,FY24,January,Q2
623,Rick,Barrera,rick.barrera,8,AI,1847 Holdings LLC,colleen.howard,Databricks - Databricks Certified Data Engineer Associate,1/19/2024,Passed,Yes,Passed,,,1/19/2027,FY24,January,Q2
624,Meagan,Hoover,meagan.hoover,8,AI,1867 Western Financial Corporation,janet.valenzuela,Splunk - Splunk Enterprise Security Certified Admin,1/18/2024,Passed,Yes,Passed,,,1/18/2027,FY24,January,Q2
625,Larry,Huff,larry.huff,8,AI,1895 Bancorp of Wisconsin,shane.wilcox,Splunk - Splunk Cloud Certified Admin,1/16/2024,Passed,Yes,Passed,,,1/16/2027,FY24,January,Q2
626,Kelli,Gonzales,kelli.gonzales,8,AI,1911 Gold Corporation,marcus.moody,Splunk - Splunk Enterprise Certified Admin,1/13/2024,Passed,Yes,Passed,,,1/13/2027,FY24,January,Q2
627,Crystal,Howard,crystal.howard,8,AI,1933 Industries ,dakota.poole,Databricks - Databricks Certified Data Engineer Associate,1/13/2024,Passed,Yes,Passed,,,1/13/2027,FY24,January,Q2
628,Frank,Walter,frank.walter,8,AI,1CM ,frederick.harper,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/12/2024,Passed,Yes,Passed,,,1/12/2027,FY24,January,Q2
629,Rhonda,Donaldson,rhonda.donaldson,8,AI,1mage Software,stefanie.fitzpatrick,Google Cloud Certified - Associate Cloud Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
630,Lisa,Duran,lisa.duran,8,AI,1PM Industries,kent.bradshaw,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/11/2024,Passed,Yes,Passed,,,1/11/2027,FY24,January,Q2
631,Isabel,Cisneros,isabel.cisneros,8,AI,1st Capital Bancorp,jack.tate,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/11/2024,Passed,Yes,Passed,,,1/11/2027,FY24,January,Q2
632,Bianca,Jennings,bianca.jennings,8,AI,1st Colonial Bancorp,tom.trujillo,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/10/2024,Passed,Yes,Passed,,,1/10/2027,FY24,January,Q2
633,Leon,Lang,leon.lang,8,AI,1st Federal Savings Bank of SC,gabriel.mejia,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/10/2024,Passed,Yes,Passed,,,1/10/2027,FY24,January,Q2
634,Luis,Zamora,luis.zamora,8,AI,1st NRG Corp,kaitlyn.santana,Informatica - Cloud Data Integration Developer R41 Certified Professional,1/9/2024,Passed,Yes,Passed,,,1/9/2027,FY24,January,Q2
